rln,svccode,uic,ulc,utc,unitname,describe,pax,origin,origname,poe,poename,pod,podname,dest,destname,rld,ald,ead,lad,rdd,fdsvcres,nonbaselne,baseline,provorg
7AAKP,M,,PER,PGFAP,DET  FIIU/FIE,DET  FIIU/MPS F AU,1,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AALC,M,,PER,PYHAP,DET  INTER PLT/FIE,DET  INTER PLT/ AU,0,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AALP,M,,PER,PYHAP,DET  INTER PLT/FIE,DET  INTER PLT/ AU,7,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AAMC,M,,PER,PYDAP,DET  CI TEAM/FIE,DET  CI TEAM/MPVA,0,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AAMP,M,,PER,PYDAP,DET  CI TEAM/FIE,DET  CI TEAM/MPVA,58,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AANC,M,,PER,PRPAP,UAV CO/FIE,VMU  MAW/MPS FI AU,0,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AANP,M,,PER,PRPAP,UAV CO/FIE,VMU  MAW/MPS FI AU,1,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AAPC,M,,PER,PTLEP,FORCE RECON COMPANY,DET  FORCE RECO AU,0,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AAPP,M,,PER,PTLEP,FORCE RECON COMPANY,DET  FORCE RECO AU,8,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AAQC,M,,BN,6UHAA,DET COMM BN/FIE,COMM BN  SRIG  VA,0,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AAQP,M,,BN,6UHAA,DET COMM BN/FIE,COMM BN  SRIG  VA,337,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AARC,M,,PER,9UJEP,DET  HQ CO  COMM BN/FIE,DET  HQ CO  COM AU,0,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AARP,M,,PER,9UJEP,DET  HQ CO  COMM BN/FIE,DET  HQ CO  COM AU,148,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AASC,M,,PER,6UNEP,DET  GS CO  COMM BN/FIE,DET  GS CO  COM AU,0,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AASP,M,,PER,6UNEP,DET  GS CO  COMM BN/FIE,DET  GS CO  COM AU,126,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AATC,M,,PER,6UKEP,DS COMM CO/FIE,DS COMM CO/MPS  AU,0,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AATP,M,,PER,6UKEP,DS COMM CO/FIE,DS COMM CO/MPS  AU,262,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AAUC,M,,BN,PUBAE,RADIO BATTALION,RADIO BN  SRI GVA,0,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AAUP,M,,BN,PUBAE,RADIO BATTALION,RADIO BN  SRI GVA,1,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AAVC,M,,PER,PUBGP,DET  H&S CO  RADIO BN/FIE,DET  H&S CO  RA AU,0,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AAVP,M,,PER,PUBGP,DET  H&S CO  RADIO BN/FIE,DET  H&S CO  RA AU,250,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AAWC,M,,PER,PUBSP,DET  CO A  RADIO BN/FIE,DET  CO A  RADI AU,0,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AAWP,M,,PER,PUBSP,DET  CO A  RADIO BN/FIE,DET  CO A  RADI AU,51,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AAXC,M,,PER,PUBUP,DET  CO B  RADIO BN/FIE,DET  CO B  RADI AU,0,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AAXP,M,,PER,PUBUP,DET  CO B  RADIO BN/FIE,DET  CO B  RADI AU,51,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AAYC,M,,CO,9UFAA,AIR/NAVAL GUNFIRE LIAISON,AIR/NAV GUNFIRE AU,0,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
7AAYP,M,,CO,9UFAA,AIR/NAVAL GUNFIRE LIAISON,AIR/NAV GUNFIRE AU,167,ETFB,Cp Lejeune,RQWP,New River Mcas,LQCJ,Iskenderun,LQCN,Iskenderun,-10,-9,-8,10,15,,,,M
AAA3C,A,WDHZAA,BND,L4444,1ST AD DIVISION   ARMY BAND,DIVISION   ARMY BAND  DS,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAA4C,A,WDJ0AA,BN,NTUTT,123 CS BN,MAIN SUPPORT BN  HVY DIV,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAA5C,A,WDJUAA,HHC,3E322,HHC  DIV AVN BDE  1ST AD,HHC  DIV AVN BDE  HVY,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAA6C,A,WDKXAA,BN,4YD77,40TH ENGR BN  HVY DIV,ENGR BN  HVY DIV,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAA7C,A,WDKYAA,HHD,42B77,HHD  ENGINEER BRIGADE 1ST AD,HHD  ENGINEER BRIGADE,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAA8C,A,WDUVAA,BN,3TF77,501ST  AVIATION BN  UH60,COMMAND AVIATION BN  UH60,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAA9C,A,WGM8AA,BN,1QG77,4TH ADA BN HEAVY DIVISION,ADA BN HEAVY DIVISION,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAAAC,A,WA8RAA,CO,GNB77,69TH CHEMICAL CO  HVY DIV,CHEMICAL CO  HVY DIV,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAABC,A,WAD9AA,BN,25J77,37 AR  BATTALION  HVY DIV,TANK BATTALION  HVY DIV,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAACC,A,WAE3AA,BN,0NG77,36TH INF BN  MECH,INF BN  MECH,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAADC,A,WAELAA,HHC,2EUTT,HHC ARMOR DIV 1ST  BDE,HHC  HVY DIV BDE  ARMOR,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAAEC,A,WAEQAA,BN,17WVV,3RD FA BN 155 SP HVY DIV,FA BN 155 SP HVY DIV,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAAGC,A,WAEUAA,BN,4YD77,16TH ENGR BN  HVY DIV,ENGR BN  HVY DIV,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAAHC,A,WAF7AA,BTY,1EUTT,94TH FA BN  MLRS,FA BTRY MLRS,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAAJC,A,WAFDAA,BN,37422,501ST AVN  BN  AH 64,ATTACK HEL BN  AH 64,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAAMC,A,WAPBAA,HHC,2CUTT,HHC 1ST DIV  ARMOR,HHC  HVY DIV  ARMOR,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAANC,A,WAPCAA,CO,QYTTT,501ST MP CO HVY DIV,MP CO HVY DIV,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAAPC,A,WAPEAA,BN,6CTNN,141ST  SIG BN  MSE,DIV SIG BN  MSE,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAAQC,A,WAPGAA,HHC,0LTTT,HHC INF DIV  2ND BDE,HHC INF DIV  MECH  BDE,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAARC,A,WAPKAA,HHB,1QTTT,HHB DIV ARTY 1ST AD,HHB DIV ARTY HVY DIV,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAASC,A,WAPLAA,HHC,NBTTT,HHC 1ST AD DISCOM,HHC MMC  SPT CMD  HVY DIV,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAATC,A,WAPSAA,BN,0NG77,6TH INF BN  MECH,INF BN  MECH,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AAAUC,A,WAPWAA,BN,0NG77,6TH INF BN  MECH,INF BN  MECH,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AABAC,A,WH28AA,BN,17WVV,27TH FA BN 155 SP HVY DIV,FA BN 155 SP HVY DIV,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AABBC,A,WH54AA,BN,25J77,37TH AR BATTALION  HVY DIV,TANK BATTALION  HVY DIV,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AABCC,A,WH5QAA,BTY,1RTTT,25TH FA BTY,TGT ACQ BTRY HVY DIV,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AABDC,A,WH6YAA,BN,PUTTT,501ST MI BN  HVY DIV,MI BN  HVY DIV,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AABEC,A,WH96AA,BN,NZH33,501ST CS BN,FWD SPT BN  2X1  HVY DIV,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AABFC,A,WH98AA,BN,NHTTT,47TH CS BN,FWD SPT BN  1X2  HVY DIV,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
AABJC,A,WJEQAA,BN,NAU77,127TH CS BN  AVN SPT BN,DIV AVN SPT BN  HVY DIV,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
ABBBC,A,WAPYAA,BN,25J77,35TH AR BATTALION  HVY DIV,TANK BATTALION  HVY DIV,0,ATHR,Bad Kreuznach,AHUR,Amsterdam,LQCQ,Iskenderun,UWCP,Sanliurfa,-4,-3,4,10,10,02001,,                              C000,7
3LA4Z,F,,ELE,LWRR6,,SVS PORT MORTUARY SUPT R-6,20,FJXT,Dover Afb,FJXT,Dover Afb,FGQS,Diyarbakir,FGQS,Diyarbakir,4,5,6,10,10,,L,,
8W11C,F,FFHK90,ELE,PFMAB,19 OSS,INT TANKER TASK FORCE OPS,3,UHHZ,Robins Afb,UHHZ,Robins Afb,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1LR,TANKERS,                                  V,G
8W165,F,FFPRT0,ELE,LWRRB,0004 SVS,SVS SAR AUG    R-B,9,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W167,F,FFPRT0,ELE,LWRRB,0004 SVS,SVS SAR AUG    R-B,9,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W19A,F,FFCLY0,ELE,9ALCS,0004 OSS,ALS AIRCREW LIFE SUPPORT SUPT,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W19Z,F,FFPRT0,ELE,LWRRB,0004 SVS,SVS SAR AUG    R-B,9,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1AA,F,FFFMF0,,6KDB2,0035CMNSQ,PST MIL PST OFF POP 1-1000,1,QKKA,Misawa Ab,QKKA,Misawa Ab,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,0RR,TANKERS,                                  V,5
8W1C9,F,FFDC80,,9AAGC,0509BMBWG,HQS WING STAFF AUGMENTATION,10,YWHG,Whiteman Afb,YWHG,Whiteman Afb,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1CE,F,FFDBM0,SQ,HFKF6,0019 ARG,MNT 06 KC135 FOL,65,UHHZ,Robins Afb,UHHZ,Robins Afb,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1LR,TANKERS,                                  V,G
8W1EJ,F,FFRC40,,HFUAC,0654CLSSQ,BDR 10 KC135 BATTLE DAMAGE RPR,14,WWYK,Tinker Afb,WWYK,Tinker Afb,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1MR,TANKERS,                                  V,F
8W1F,F,FFDBM0,,3YCF6,0019 ARG,ARS 06 KC135,18,UHHZ,Robins Afb,UHHZ,Robins Afb,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1LR,TANKERS,                                  V,G
8W1FC,F,FFD740,ELE,JFA7F,0004 SUPS,POL FUELS 7 LVL FMSE SUPERVISOR,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1FD,F,FFD740,ELE,JFA7F,0004 SUPS,POL FUELS 7 LVL FMSE SUPERVISOR,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1FL,F,FFD740,ELE,JFA7S,0004 SUPS,POL FUELS 7 LVL SUPERVISOR,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1FP,F,FFD740,ELE,JFA9M,0004 SUPS,POL FUELS 9 LVL MANAGER,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1FR,F,FFD740,PKG,JFDES,0004 SUPS,POL 01 FUELS SUPPORT KIT,0,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1FT,F,FFD740,AUG,JFDEZ,0004 SUPS,POL    FUELS MGMT OFFICER,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1GL,F,FFB5L0,,QFFPF,0096 SFS,SPS SECURITY FORCES FLIGHT,48,FTFA,Eglin Afb,FTFA,Eglin Afb,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1MR,TANKERS,                                  V,F
8W1HR,F,FFD740,ELE,JFA3T,0004 SUPS,POL FUELS 3 LVL TECHNICIAN,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1J7,F,FFD740,ELE,JFA5F,0004 SUPS,POL FUELS 5 LVL FMSE TECHNICIAN,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1J8,F,FFD740,ELE,JFA5F,0004 SUPS,POL FUELS 5 LVL FMSE TECHNICIAN,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1J9,F,FFD740,ELE,JFA5F,0004 SUPS,POL FUELS 5 LVL FMSE TECHNICIAN,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1JC,F,FFD740,ELE,JFA3T,0004 SUPS,POL FUELS 3 LVL TECHNICIAN,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1JD,F,FFD740,ELE,JFA3T,0004 SUPS,POL FUELS 3 LVL TECHNICIAN,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1JU,F,FFD740,ELE,JFA5F,0004 SUPS,POL FUELS 5 LVL FMSE TECHNICIAN,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1JV,F,FFD740,ELE,JFA5F,0004 SUPS,POL FUELS 5 LVL FMSE TECHNICIAN,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1K2,F,FFCLY0,,XWQA1,0004OSSSQ,WEA WEATHER FORECASTER/MANAGER,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1K5,F,FFCLY0,,XWQA1,0004OSSSQ,WEA WEATHER FORECASTER/MANAGER,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1K9,F,FFLVK0,,XWQA1,0075OSSSQ,WEA WEATHER FORECASTER/MANAGER,1,KRSM,Hill Afb,KRSM,Hill Afb,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1MR,TANKERS,                                  V,F
8W1KG,F,FFCLY0,PKG,XW0BS,0004OSSSQ,WEA OBS KIT,0,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1KL,F,FFCLY0,PKG,XWE0E,0004OSSSQ,WEA ELECTRONIC SWO KIT,0,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1KY,F,FFCLY0,,XWQA1,0004OSSSQ,WEA WEATHER FORECASTER/MANAGER,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1KZ,F,FFCLY0,,XWQA1,0004OSSSQ,WEA WEATHER FORECASTER/MANAGER,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1LG,F,FFCLY0,,XWQAB,0004OSSSQ,WEA OPERATIONAL METEOROLOGIST,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1LK,F,FFG660,,XWQAH,0007OSSSQ,WEA WEATHER OBSERVER/ANALYST,1,FNWZ,Dyess Afb,FNWZ,Dyess Afb,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1LL,F,FFCLY0,,XWQAH,0004OSSSQ,WEA WEATHER OBSERVER/ANALYST,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1LZ,F,FFCLY0,,XWSTT,0004OSSSQ,WEA SMALL TAC TERM A/N TMQ-43,0,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1NY,F,FFMFH0,TM,FFGL2,0108 MEDICAL     SQ,MED PREV & AEROSPACE MED TM 1,4,PTFL,Mc Guire Afb,PTFL,Mc Guire Afb,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1LG,TANKERS,                                  V,G
8W1PZ,F,FFHK90,ELE,PFMAB,19 OSS,INT TANKER TASK FORCE OPS,3,UHHZ,Robins Afb,UHHZ,Robins Afb,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1LR,TANKERS,                                  V,G
8W1RD,F,FFHY40,,FFGLB,0374 MED         GP,MED PATIENT DECON TEAM-PDT,19,ZNRE,Yokota,ZNRE,Yokota,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,0RR,TANKERS,                                  V,5
8W1RG,F,FFB050,ELE,RFGAE,0049             FW,HST NCO HISTORIAN,1,KWRD,Holloman Afb,KWRD,Holloman Afb,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1T1,F,FFD740,ELE,JFA5F,0004 SUPS,POL FUELS 5 LVL FMSE TECHNICIAN,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1T2,F,FFD740,ELE,JFA5F,0004 SUPS,POL FUELS 5 LVL FMSE TECHNICIAN,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1T9,F,FFD740,ELE,JFA5L,0004 SUPS,POL FUELS 5 LVL LAB TECHNICIAN,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1UX,F,FFB4D0,,HFUEC,0000OCACE,BDR     C135 ACFT ENGR ELEMENT,1,WWYK,Tinker Afb,WWYK,Tinker Afb,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1MR,TANKERS,                                  V,F
8W1VF,F,FFD740,ELE,JFA3T,0004 SUPS,POL FUELS 3 LVL TECHNICIAN,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1Y6,F,FFFC20,,XFFC1,0004             WG,CHP CHAPLAIN PROTESTANT,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1Y7,F,FFFC20,ELE,XFFC2,0004             WG,CHP CHAPLAIN SVC ENL SPT PERS,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
8W1Z3,F,FFBTK0,TM,4F9FP,0049 CES,CES PB FIRE PROTECTION OPS TM,6,KWRD,Holloman Afb,KWRD,Holloman Afb,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,1CR,TANKERS,                                  V,2
CBACC,F,,SQ,QFFPF,SECURITY,SPS SECURITY FO AU,0,NVZR,Macdill Afb,NVZR,Macdill Afb,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,,,,F
CBACP,F,,SQ,QFFPF,SECURITY,SPS SECURITY FO AU,48,NVZR,Macdill Afb,NVZR,Macdill Afb,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,,,,F
CBAHC,F,,SQ,3YCF6,ARS 06 KC135    AU,ARS 06 KC135    AU,0,NVZR,Macdill Afb,NVZR,Macdill Afb,ALGS,Antalya,ALGS,Antalya,5,6,6,10,10,,,,F
