RLN,SERVICE_CODE,UIC,ULC,UTC,UNIT_NAME,DESCRIPTION,NUM_PAX,ORIGIN_GEOLOC,ORIGIN_NAME,POE_GEOLOC,POE_NAME,POD_GEOLOC,POD_NAME,DEST_GEOLOC,DEST_NAME,RLD_ORIGIN,ALD_POE,EAD_POD,LAD_POD,RDD_DEST,BLANK
"FR12541","F",\N,\N,\N,\N,"ACFT ENG PARTS",0.000000000000000000000000000000,"WXVD","Tobyhanna","RRRK","New York Port Emb","NFQA","Limassol","MUAF","Mus Air Base",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12543","F",\N,\N,\N,\N,"MAIL",0.000000000000000000000000000000,"PNQS","Maxwell Afb","RQNK","New Orleans","NFQA","Limassol","MUAF","Mus Air Base",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12664","F",\N,\N,\N,\N,"RATIONS",0.000000000000000000000000000000,"TYMX","Randolph Afb","LCMT","Houston","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12665","F",\N,\N,\N,\N,"WATER",0.000000000000000000000000000000,"MPLS","Lackland Afb","LCMT","Houston","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12667","F",\N,\N,\N,\N,"GENERAL SUPPLY",0.000000000000000000000000000000,"JUBJ","Maxwell Afb, Gunt","DKSD","Charleston","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12669","F",\N,\N,\N,\N,"AIR AMMO",0.000000000000000000000000000000,"AKWS","Anniston Army Dep","WMPT","Sunny Point","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12672","F",\N,\N,\N,\N,"GND SUPPORT MEI",0.000000000000000000000000000000,"MBPC","Kelly Afb","LCMT","Houston","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12674","F",\N,\N,\N,\N,"ELECTRONIC MEI",0.000000000000000000000000000000,"AKWS","Anniston Army Dep","DKSD","Charleston","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12676","F",\N,\N,\N,\N,"TRAP",0.000000000000000000000000000000,"MUHJ","Langley Afb","SBEA","Norfolk","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12678","F",\N,\N,\N,\N,"TAC VEH MEI",0.000000000000000000000000000000,"FTFA","Eglin Afb","DKSD","Charleston","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12680","F",\N,\N,\N,\N,"MISSLES MEI",0.000000000000000000000000000000,"DJDB","Chanute Afb","SBEA","Norfolk","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12682","F",\N,\N,\N,\N,"WEAPONS MEI",0.000000000000000000000000000000,"AKWS","Anniston Army Dep","DKSD","Charleston","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12684","F",\N,\N,\N,\N,"SPEC WEAPON MEI",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12686","F",\N,\N,\N,\N,"ACFT ENGINE MEI",0.000000000000000000000000000000,"WWYJ","Tinker Afb","LCMT","Houston","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12689","F",\N,\N,\N,\N,"AIR REPAIR PART",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12691","F",\N,\N,\N,\N,"GND SUPT PARTS",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12693","F",\N,\N,\N,\N,"ADMIN VEH PARTS",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12695","F",\N,\N,\N,\N,"ELECT PARTS",0.000000000000000000000000000000,"WXVD","Tobyhanna","RRRK","New York Port Emb","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12697","F",\N,\N,\N,\N,"TAC VEH PARTS",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12699","F",\N,\N,\N,\N,"MISSILE PARTS",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12701","F",\N,\N,\N,\N,"WEAPONS PARTS",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12703","F",\N,\N,\N,\N,"SPEC WEAPON PAR",0.000000000000000000000000000000,"HCTL","Ft Bragg","DKSD","Charleston","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12705","F",\N,\N,\N,\N,"IND SUPT PARTS",0.000000000000000000000000000000,"WMYX","Susquehanna Od Dp","RRRK","New York Port Emb","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12707","F",\N,\N,\N,\N,"ACFT ENG PARTS",0.000000000000000000000000000000,"WXVD","Tobyhanna","RRRK","New York Port Emb","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12709","F",\N,\N,\N,\N,"MAIL",0.000000000000000000000000000000,"PNQS","Maxwell Afb","RQNK","New Orleans","LUTP","Juddah","NYUP","Tulga",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12830","F",\N,\N,\N,\N,"RATIONS",0.000000000000000000000000000000,"TYMX","Randolph Afb","LCMT","Houston","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12831","F",\N,\N,\N,\N,"WATER",0.000000000000000000000000000000,"MPLS","Lackland Afb","LCMT","Houston","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12833","F",\N,\N,\N,\N,"GENERAL SUPPLY",0.000000000000000000000000000000,"JUBJ","Maxwell Afb, Gunt","DKSD","Charleston","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12835","F",\N,\N,\N,\N,"AIR AMMO",0.000000000000000000000000000000,"AKWS","Anniston Army Dep","WMPT","Sunny Point","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12838","F",\N,\N,\N,\N,"GND SUPPORT MEI",0.000000000000000000000000000000,"MBPC","Kelly Afb","LCMT","Houston","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12840","F",\N,\N,\N,\N,"ELECTRONIC MEI",0.000000000000000000000000000000,"AKWS","Anniston Army Dep","DKSD","Charleston","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12842","F",\N,\N,\N,\N,"TRAP",0.000000000000000000000000000000,"MUHJ","Langley Afb","SBEA","Norfolk","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12844","F",\N,\N,\N,\N,"TAC VEH MEI",0.000000000000000000000000000000,"FTFA","Eglin Afb","DKSD","Charleston","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12846","F",\N,\N,\N,\N,"MISSLES MEI",0.000000000000000000000000000000,"DJDB","Chanute Afb","SBEA","Norfolk","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12848","F",\N,\N,\N,\N,"WEAPONS MEI",0.000000000000000000000000000000,"AKWS","Anniston Army Dep","DKSD","Charleston","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12850","F",\N,\N,\N,\N,"SPEC WEAPON MEI",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12852","F",\N,\N,\N,\N,"ACFT ENGINE MEI",0.000000000000000000000000000000,"WWYJ","Tinker Afb","LCMT","Houston","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12855","F",\N,\N,\N,\N,"AIR REPAIR PART",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12857","F",\N,\N,\N,\N,"GND SUPT PARTS",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12859","F",\N,\N,\N,\N,"ADMIN VEH PARTS",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12861","F",\N,\N,\N,\N,"ELECT PARTS",0.000000000000000000000000000000,"WXVD","Tobyhanna","RRRK","New York Port Emb","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12863","F",\N,\N,\N,\N,"TAC VEH PARTS",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12865","F",\N,\N,\N,\N,"MISSILE PARTS",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12867","F",\N,\N,\N,\N,"WEAPONS PARTS",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12869","F",\N,\N,\N,\N,"SPEC WEAPON PAR",0.000000000000000000000000000000,"HCTL","Ft Bragg","DKSD","Charleston","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12871","F",\N,\N,\N,\N,"IND SUPT PARTS",0.000000000000000000000000000000,"WMYX","Susquehanna Od Dp","RRRK","New York Port Emb","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12873","F",\N,\N,\N,\N,"ACFT ENG PARTS",0.000000000000000000000000000000,"WXVD","Tobyhanna","RRRK","New York Port Emb","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12875","F",\N,\N,\N,\N,"MAIL",0.000000000000000000000000000000,"PNQS","Maxwell Afb","RQNK","New Orleans","LUTP","Juddah","RWFQ","Nicosia",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12996","F",\N,\N,\N,\N,"RATIONS",0.000000000000000000000000000000,"TYMX","Randolph Afb","LCMT","Houston","RCYT","Masqat","XTEZ","Van",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12997","F",\N,\N,\N,\N,"WATER",0.000000000000000000000000000000,"MPLS","Lackland Afb","LCMT","Houston","RCYT","Masqat","XTEZ","Van",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR12999","F",\N,\N,\N,\N,"GENERAL SUPPLY",0.000000000000000000000000000000,"JUBJ","Maxwell Afb, Gunt","DKSD","Charleston","RCYT","Masqat","XTEZ","Van",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR13001","F",\N,\N,\N,\N,"AIR AMMO",0.000000000000000000000000000000,"AKWS","Anniston Army Dep","WMPT","Sunny Point","RCYT","Masqat","XTEZ","Van",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR13004","F",\N,\N,\N,\N,"GND SUPPORT MEI",0.000000000000000000000000000000,"MBPC","Kelly Afb","LCMT","Houston","RCYT","Masqat","XTEZ","Van",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR13006","F",\N,\N,\N,\N,"ELECTRONIC MEI",0.000000000000000000000000000000,"AKWS","Anniston Army Dep","DKSD","Charleston","RCYT","Masqat","XTEZ","Van",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR13008","F",\N,\N,\N,\N,"TRAP",0.000000000000000000000000000000,"MUHJ","Langley Afb","SBEA","Norfolk","RCYT","Masqat","XTEZ","Van",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR13010","F",\N,\N,\N,\N,"TAC VEH MEI",0.000000000000000000000000000000,"FTFA","Eglin Afb","DKSD","Charleston","RCYT","Masqat","XTEZ","Van",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR13012","F",\N,\N,\N,\N,"MISSLES MEI",0.000000000000000000000000000000,"DJDB","Chanute Afb","SBEA","Norfolk","RCYT","Masqat","XTEZ","Van",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR13014","F",\N,\N,\N,\N,"WEAPONS MEI",0.000000000000000000000000000000,"AKWS","Anniston Army Dep","DKSD","Charleston","RCYT","Masqat","XTEZ","Van",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR13016","F",\N,\N,\N,\N,"SPEC WEAPON MEI",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","RCYT","Masqat","XTEZ","Van",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR13018","F",\N,\N,\N,\N,"ACFT ENGINE MEI",0.000000000000000000000000000000,"WWYJ","Tinker Afb","LCMT","Houston","RCYT","Masqat","XTEZ","Van",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR13021","F",\N,\N,\N,\N,"AIR REPAIR PART",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","RCYT","Masqat","XTEZ","Van",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
"FR13023","F",\N,\N,\N,\N,"GND SUPT PARTS",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","RCYT","Masqat","XTEZ","Van",\N,10.000000000000000000000000000000,35.000000000000000000000000000000,44.000000000000000000000000000000,45.000000000000000000000000000000
